scenario,readout,origin,step_h,RH_pred,RH_true,level
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,43,43.092,32.801,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,44,42.89,32.639,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,45,42.656,32.397,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,46,42.492,31.971,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,47,42.456,31.365,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,48,42.549,30.64,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,49,42.693,29.872,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,50,42.756,29.22,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,51,42.566,28.788,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,52,41.959,17.798,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,53,40.92,15.443,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,54,39.584,16.776,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,55,38.147,17.439,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,56,36.845,17.496,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,57,35.879,17.788,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,58,35.407,18.565,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,59,35.522,19.388,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,60,36.249,19.968,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,61,37.482,20.809,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,62,38.995,28.177,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,63,40.491,31.239,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,64,41.705,33.233,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,65,42.495,34.762,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,66,42.855,36.117,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,67,42.901,37.421,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,68,42.797,38.527,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,69,42.692,39.306,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,70,42.666,39.841,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,71,42.765,40.162,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,72,42.974,40.301,0
